id,title,difficulty,freq,listName,tags
146,"=HYPERLINK(""https://leetcode.com/problems/lru-cache/"",""LRU Cache"")",Medium,99.27472946093096,msft|amzn|fb,|Hash Table|Linked List|Design|Doubly-Linked List|
151,"=HYPERLINK(""https://leetcode.com/problems/reverse-words-in-a-string/"",""Reverse Words in a String"")",Medium,38.528742660060004,msft,|Two Pointers|String|
158,"=HYPERLINK(""https://leetcode.com/problems/read-n-characters-given-read4-ii-call-multiple-times/"",""Read N Characters Given read4 II - Call Multiple Times"")",Hard,44.86759964409038,msft,|String|Simulation|Interactive|
162,"=HYPERLINK(""https://leetcode.com/problems/find-peak-element/"",""Find Peak Element"")",Medium,70.97246781465736,fb,|Array|Binary Search|
173,"=HYPERLINK(""https://leetcode.com/problems/binary-search-tree-iterator/"",""Binary Search Tree Iterator"")",Medium,53.45185579758772,fb,|Stack|Tree|Design|Binary Search Tree|Binary Tree|Iterator|
199,"=HYPERLINK(""https://leetcode.com/problems/binary-tree-right-side-view/"",""Binary Tree Right Side View"")",Medium,68.83054394439989,fb,|Tree|Depth-First Search|Breadth-First Search|Binary Tree|
200,"=HYPERLINK(""https://leetcode.com/problems/number-of-islands/"",""Number of Islands"")",Medium,96.63477215846285,msft|amzn,|Array|Depth-First Search|Breadth-First Search|Union Find|Matrix|
207,"=HYPERLINK(""https://leetcode.com/problems/course-schedule/"",""Course Schedule"")",Medium,66.44788984937922,msft,|Depth-First Search|Breadth-First Search|Graph|Topological Sort|
210,"=HYPERLINK(""https://leetcode.com/problems/course-schedule-ii/"",""Course Schedule II"")",Medium,72.47733747646727,msft|amzn,|Depth-First Search|Breadth-First Search|Graph|Topological Sort|
212,"=HYPERLINK(""https://leetcode.com/problems/word-search-ii/"",""Word Search II"")",Hard,83.91724742862564,msft|amzn,|Array|String|Backtracking|Trie|Matrix|
215,"=HYPERLINK(""https://leetcode.com/problems/kth-largest-element-in-an-array/"",""Kth Largest Element in an Array"")",Medium,83.70429966128681,fb,|Array|Divide and Conquer|Sorting|Heap (Priority Queue)|Quickselect|
227,"=HYPERLINK(""https://leetcode.com/problems/basic-calculator-ii/"",""Basic Calculator II"")",Medium,76.8451173516911,msft|fb,|Math|String|Stack|
236,"=HYPERLINK(""https://leetcode.com/problems/lowest-common-ancestor-of-a-binary-tree/"",""Lowest Common Ancestor of a Binary Tree"")",Medium,77.97833747527122,fb,|Tree|Depth-First Search|Binary Tree|
239,"=HYPERLINK(""https://leetcode.com/problems/sliding-window-maximum/"",""Sliding Window Maximum"")",Hard,86.96599162482269,amzn,|Array|Queue|Sliding Window|Heap (Priority Queue)|Monotonic Queue|
249,"=HYPERLINK(""https://leetcode.com/problems/group-shifted-strings/"",""Group Shifted Strings"")",Medium,35.890811356810445,fb,|Array|Hash Table|String|
253,"=HYPERLINK(""https://leetcode.com/problems/meeting-rooms-ii/"",""Meeting Rooms II"")",Medium,90.26337495211841,msft|amzn,|Array|Two Pointers|Greedy|Sorting|Heap (Priority Queue)|
273,"=HYPERLINK(""https://leetcode.com/problems/integer-to-english-words/"",""Integer to English Words"")",Hard,84.85356512617687,msft|amzn,|Math|String|Recursion|
277,"=HYPERLINK(""https://leetcode.com/problems/find-the-celebrity/"",""Find the Celebrity"")",Medium,48.396627220898225,msft,|Two Pointers|Greedy|Graph|Interactive|
282,"=HYPERLINK(""https://leetcode.com/problems/expression-add-operators/"",""Expression Add Operators"")",Hard,44.84273776918702,fb,|Math|String|Backtracking|
284,"=HYPERLINK(""https://leetcode.com/problems/peeking-iterator/"",""Peeking Iterator"")",Medium,28.645660276422774,goog,|Array|Design|Iterator|
285,"=HYPERLINK(""https://leetcode.com/problems/inorder-successor-in-bst/"",""Inorder Successor in BST"")",Medium,23.594574756745875,msft,|Tree|Depth-First Search|Binary Search Tree|Binary Tree|
295,"=HYPERLINK(""https://leetcode.com/problems/find-median-from-data-stream/"",""Find Median from Data Stream"")",Hard,81.59246716260098,msft|amzn,|Two Pointers|Design|Sorting|Heap (Priority Queue)|Data Stream|
297,"=HYPERLINK(""https://leetcode.com/problems/serialize-and-deserialize-binary-tree/"",""Serialize and Deserialize Binary Tree"")",Hard,73.92727791867718,msft,|String|Tree|Depth-First Search|Breadth-First Search|Design|Binary Tree|
301,"=HYPERLINK(""https://leetcode.com/problems/remove-invalid-parentheses/"",""Remove Invalid Parentheses"")",Hard,55.28683482917805,fb,|String|Backtracking|Breadth-First Search|
314,"=HYPERLINK(""https://leetcode.com/problems/binary-tree-vertical-order-traversal/"",""Binary Tree Vertical Order Traversal"")",Medium,62.48577753922392,fb,|Hash Table|Tree|Depth-First Search|Breadth-First Search|Binary Tree|
315,"=HYPERLINK(""https://leetcode.com/problems/count-of-smaller-numbers-after-self/"",""Count of Smaller Numbers After Self"")",Hard,62.06599966847277,amzn,|Array|Binary Search|Divide and Conquer|Binary Indexed Tree|Segment Tree|Merge Sort|Ordered Set|
317,"=HYPERLINK(""https://leetcode.com/problems/shortest-distance-from-all-buildings/"",""Shortest Distance from All Buildings"")",Hard,53.50382802608963,fb,|Array|Breadth-First Search|Matrix|
323,"=HYPERLINK(""https://leetcode.com/problems/number-of-connected-components-in-an-undirected-graph/"",""Number of Connected Components in an Undirected Graph"")",Medium,41.84373785926492,amzn,|Depth-First Search|Breadth-First Search|Union Find|Graph|
339,"=HYPERLINK(""https://leetcode.com/problems/nested-list-weight-sum/"",""Nested List Weight Sum"")",Medium,58.760313672828644,fb,|Depth-First Search|Breadth-First Search|
340,"=HYPERLINK(""https://leetcode.com/problems/longest-substring-with-at-most-k-distinct-characters/"",""Longest Substring with At Most K Distinct Characters"")",Medium,48.38279766820443,msft,|Hash Table|String|Sliding Window|
347,"=HYPERLINK(""https://leetcode.com/problems/top-k-frequent-elements/"",""Top K Frequent Elements"")",Medium,72.84445439778837,fb,|Array|Hash Table|Divide and Conquer|Sorting|Heap (Priority Queue)|Bucket Sort|Counting|Quickselect|
348,"=HYPERLINK(""https://leetcode.com/problems/design-tic-tac-toe/"",""Design Tic-Tac-Toe"")",Medium,51.49793439989907,msft,|Array|Hash Table|Design|Matrix|
359,"=HYPERLINK(""https://leetcode.com/problems/logger-rate-limiter/"",""Logger Rate Limiter"")",Easy,50.61971736514438,goog,|Hash Table|Design|
366,"=HYPERLINK(""https://leetcode.com/problems/find-leaves-of-binary-tree/"",""Find Leaves of Binary Tree"")",Medium,44.07728908009697,goog,|Tree|Depth-First Search|Binary Tree|
370,"=HYPERLINK(""https://leetcode.com/problems/range-addition/"",""Range Addition"")",Medium,54.61723961322357,amzn,|Array|Prefix Sum|
384,"=HYPERLINK(""https://leetcode.com/problems/shuffle-an-array/"",""Shuffle an Array"")",Medium,33.1323500566755,goog,|Array|Math|Randomized|
388,"=HYPERLINK(""https://leetcode.com/problems/longest-absolute-file-path/"",""Longest Absolute File Path"")",Medium,39.30934270113231,goog,|String|Stack|Depth-First Search|
394,"=HYPERLINK(""https://leetcode.com/problems/decode-string/"",""Decode String"")",Medium,79.73031696036558,goog,|String|Stack|Recursion|
408,"=HYPERLINK(""https://leetcode.com/problems/valid-word-abbreviation/"",""Valid Word Abbreviation"")",Easy,33.703369458803394,fb,|Two Pointers|String|
410,"=HYPERLINK(""https://leetcode.com/problems/split-array-largest-sum/"",""Split Array Largest Sum"")",Hard,59.1006368742471,goog,|Array|Binary Search|Dynamic Programming|Greedy|
415,"=HYPERLINK(""https://leetcode.com/problems/add-strings/"",""Add Strings"")",Easy,67.50338877269687,fb,|Math|String|Simulation|
418,"=HYPERLINK(""https://leetcode.com/problems/sentence-screen-fitting/"",""Sentence Screen Fitting"")",Medium,31.0392091966882,goog,|String|Dynamic Programming|
426,"=HYPERLINK(""https://leetcode.com/problems/convert-binary-search-tree-to-sorted-doubly-linked-list/"",""Convert Binary Search Tree to Sorted Doubly Linked List"")",Medium,58.06021306585533,fb,|Linked List|Stack|Tree|Depth-First Search|Binary Search Tree|Binary Tree|Doubly-Linked List|
443,"=HYPERLINK(""https://leetcode.com/problems/string-compression/"",""String Compression"")",Medium,78.32264231311046,msft,|Two Pointers|String|
460,"=HYPERLINK(""https://leetcode.com/problems/lfu-cache/"",""LFU Cache"")",Hard,75.65843497068366,amzn,|Hash Table|Linked List|Design|Doubly-Linked List|
462,"=HYPERLINK(""https://leetcode.com/problems/minimum-moves-to-equal-array-elements-ii/"",""Minimum Moves to Equal Array Elements II"")",Medium,31.752875955230948,msft,|Array|Math|Sorting|
465,"=HYPERLINK(""https://leetcode.com/problems/optimal-account-balancing/"",""Optimal Account Balancing"")",Hard,63.408688086819076,goog,|Array|Backtracking|
468,"=HYPERLINK(""https://leetcode.com/problems/validate-ip-address/"",""Validate IP Address"")",Medium,47.60899025993076,msft,|String|
472,"=HYPERLINK(""https://leetcode.com/problems/concatenated-words/"",""Concatenated Words"")",Hard,57.47787099046994,amzn,|Array|String|Dynamic Programming|Depth-First Search|Trie|
489,"=HYPERLINK(""https://leetcode.com/problems/robot-room-cleaner/"",""Robot Room Cleaner"")",Hard,44.45812294635708,goog,|Backtracking|Interactive|
498,"=HYPERLINK(""https://leetcode.com/problems/diagonal-traverse/"",""Diagonal Traverse"")",Medium,59.77705406142224,fb,|Array|Matrix|Simulation|
523,"=HYPERLINK(""https://leetcode.com/problems/continuous-subarray-sum/"",""Continuous Subarray Sum"")",Medium,53.29205083277525,fb,|Array|Hash Table|Math|Prefix Sum|
528,"=HYPERLINK(""https://leetcode.com/problems/random-pick-with-weight/"",""Random Pick with Weight"")",Medium,76.30324864205681,fb,|Math|Binary Search|Prefix Sum|Randomized|
535,"=HYPERLINK(""https://leetcode.com/problems/encode-and-decode-tinyurl/"",""Encode and Decode TinyURL"")",Medium,43.28336284434651,msft,|Hash Table|String|Design|Hash Function|
540,"=HYPERLINK(""https://leetcode.com/problems/single-element-in-a-sorted-array/"",""Single Element in a Sorted Array"")",Medium,58.252460116048745,msft,|Array|Binary Search|
543,"=HYPERLINK(""https://leetcode.com/problems/diameter-of-binary-tree/"",""Diameter of Binary Tree"")",Easy,62.92778677868527,fb,|Tree|Depth-First Search|Binary Tree|
545,"=HYPERLINK(""https://leetcode.com/problems/boundary-of-binary-tree/"",""Boundary of Binary Tree"")",Medium,46.18554483271465,msft,|Tree|Depth-First Search|Binary Tree|
547,"=HYPERLINK(""https://leetcode.com/problems/number-of-provinces/"",""Number of Provinces"")",Medium,57.45137655465229,amzn,|Depth-First Search|Breadth-First Search|Union Find|Graph|
552,"=HYPERLINK(""https://leetcode.com/problems/student-attendance-record-ii/"",""Student Attendance Record II"")",Hard,16.221828500190398,goog,|Dynamic Programming|
560,"=HYPERLINK(""https://leetcode.com/problems/subarray-sum-equals-k/"",""Subarray Sum Equals K"")",Medium,90.94068361619874,fb,|Array|Hash Table|Prefix Sum|
562,"=HYPERLINK(""https://leetcode.com/problems/longest-line-of-consecutive-one-in-matrix/"",""Longest Line of Consecutive One in Matrix"")",Medium,8.466929904308264,goog,|Array|Dynamic Programming|Matrix|
588,"=HYPERLINK(""https://leetcode.com/problems/design-in-memory-file-system/"",""Design In-Memory File System"")",Hard,82.628035553082,msft|amzn,|Hash Table|String|Design|Trie|
593,"=HYPERLINK(""https://leetcode.com/problems/valid-square/"",""Valid Square"")",Medium,37.27357142770181,goog,|Math|Geometry|
622,"=HYPERLINK(""https://leetcode.com/problems/design-circular-queue/"",""Design Circular Queue"")",Medium,47.02974361557978,msft,|Array|Linked List|Design|Queue|
631,"=HYPERLINK(""https://leetcode.com/problems/design-excel-sum-formula/"",""Design Excel Sum Formula"")",Hard,37.54210037279922,goog,|Graph|Design|Topological Sort|
636,"=HYPERLINK(""https://leetcode.com/problems/exclusive-time-of-functions/"",""Exclusive Time of Functions"")",Medium,54.97854748919173,fb,|Array|Stack|
642,"=HYPERLINK(""https://leetcode.com/problems/design-search-autocomplete-system/"",""Design Search Autocomplete System"")",Hard,65.13474433585763,amzn,|String|Design|Trie|Data Stream|
652,"=HYPERLINK(""https://leetcode.com/problems/find-duplicate-subtrees/"",""Find Duplicate Subtrees"")",Medium,29.579927390407757,goog,|Tree|Depth-First Search|Breadth-First Search|Binary Tree|
670,"=HYPERLINK(""https://leetcode.com/problems/maximum-swap/"",""Maximum Swap"")",Medium,48.03417594814012,fb,|Math|Greedy|
680,"=HYPERLINK(""https://leetcode.com/problems/valid-palindrome-ii/"",""Valid Palindrome II"")",Easy,81.90276501401296,fb,|Two Pointers|String|Greedy|
690,"=HYPERLINK(""https://leetcode.com/problems/employee-importance/"",""Employee Importance"")",Medium,32.37765597123939,goog,|Hash Table|Depth-First Search|Breadth-First Search|
696,"=HYPERLINK(""https://leetcode.com/problems/count-binary-substrings/"",""Count Binary Substrings"")",Easy,75.25421180955453,amzn,|Two Pointers|String|
706,"=HYPERLINK(""https://leetcode.com/problems/design-hashmap/"",""Design HashMap"")",Easy,65.6421901569477,msft,|Array|Hash Table|Linked List|Design|Hash Function|
716,"=HYPERLINK(""https://leetcode.com/problems/max-stack/"",""Max Stack"")",Easy,63.0992537863566,msft,|Linked List|Stack|Design|Doubly-Linked List|Ordered Set|
721,"=HYPERLINK(""https://leetcode.com/problems/accounts-merge/"",""Accounts Merge"")",Medium,60.7514564331815,fb,|Array|String|Depth-First Search|Breadth-First Search|Union Find|
727,"=HYPERLINK(""https://leetcode.com/problems/minimum-window-subsequence/"",""Minimum Window Subsequence"")",Hard,27.230490553156955,goog,|String|Dynamic Programming|Sliding Window|
735,"=HYPERLINK(""https://leetcode.com/problems/asteroid-collision/"",""Asteroid Collision"")",Medium,64.6414840619443,goog,|Array|Stack|
745,"=HYPERLINK(""https://leetcode.com/problems/prefix-and-suffix-search/"",""Prefix and Suffix Search"")",Hard,26.518147109658468,goog,|String|Design|Trie|
766,"=HYPERLINK(""https://leetcode.com/problems/toeplitz-matrix/"",""Toeplitz Matrix"")",Easy,28.511058845785126,fb,|Array|Matrix|
768,"=HYPERLINK(""https://leetcode.com/problems/max-chunks-to-make-sorted-ii/"",""Max Chunks To Make Sorted II"")",Hard,19.110597196983008,msft,|Array|Stack|Greedy|Sorting|Monotonic Stack|
769,"=HYPERLINK(""https://leetcode.com/problems/max-chunks-to-make-sorted/"",""Max Chunks To Make Sorted"")",Medium,40.64325251302459,msft,|Array|Stack|Greedy|Sorting|Monotonic Stack|
792,"=HYPERLINK(""https://leetcode.com/problems/number-of-matching-subsequences/"",""Number of Matching Subsequences"")",Medium,44.226708493674415,goog,|Hash Table|String|Trie|Sorting|
803,"=HYPERLINK(""https://leetcode.com/problems/bricks-falling-when-hit/"",""Bricks Falling When Hit"")",Hard,17.749955807190624,goog,|Array|Union Find|Matrix|
827,"=HYPERLINK(""https://leetcode.com/problems/making-a-large-island/"",""Making A Large Island"")",Hard,59.52883876910947,fb,|Array|Depth-First Search|Breadth-First Search|Union Find|Matrix|
828,"=HYPERLINK(""https://leetcode.com/problems/count-unique-characters-of-all-substrings-of-a-given-string/"",""Count Unique Characters of All Substrings of a Given String"")",Hard,61.54193545197349,amzn,|String|Dynamic Programming|
829,"=HYPERLINK(""https://leetcode.com/problems/consecutive-numbers-sum/"",""Consecutive Numbers Sum"")",Hard,85.53245669530271,amzn,|Math|Enumeration|
833,"=HYPERLINK(""https://leetcode.com/problems/find-and-replace-in-string/"",""Find And Replace in String"")",Medium,34.81959160808029,goog,|Array|String|Sorting|
843,"=HYPERLINK(""https://leetcode.com/problems/guess-the-word/"",""Guess the Word"")",Hard,61.294589807369725,goog,|Array|Math|String|Interactive|Game Theory|
853,"=HYPERLINK(""https://leetcode.com/problems/car-fleet/"",""Car Fleet"")",Medium,36.17302796713959,goog,|Array|Sorting|
863,"=HYPERLINK(""https://leetcode.com/problems/all-nodes-distance-k-in-binary-tree/"",""All Nodes Distance K in Binary Tree"")",Medium,71.48923787070035,amzn,|Tree|Depth-First Search|Breadth-First Search|Binary Tree|
871,"=HYPERLINK(""https://leetcode.com/problems/minimum-number-of-refueling-stops/"",""Minimum Number of Refueling Stops"")",Hard,77.01205122507058,goog,|Array|Dynamic Programming|Greedy|Heap (Priority Queue)|
895,"=HYPERLINK(""https://leetcode.com/problems/maximum-frequency-stack/"",""Maximum Frequency Stack"")",Hard,46.10592074430128,msft,|Hash Table|Stack|Design|Ordered Set|
900,"=HYPERLINK(""https://leetcode.com/problems/rle-iterator/"",""RLE Iterator"")",Medium,17.899036392643037,goog,|Array|Design|Counting|Iterator|
907,"=HYPERLINK(""https://leetcode.com/problems/sum-of-subarray-minimums/"",""Sum of Subarray Minimums"")",Medium,58.06317004359144,amzn,|Array|Dynamic Programming|Stack|Monotonic Stack|
921,"=HYPERLINK(""https://leetcode.com/problems/minimum-add-to-make-parentheses-valid/"",""Minimum Add to Make Parentheses Valid"")",Medium,51.43130691316957,fb,|String|Stack|Greedy|
926,"=HYPERLINK(""https://leetcode.com/problems/flip-string-to-monotone-increasing/"",""Flip String to Monotone Increasing"")",Medium,52.38787388621482,amzn,|String|Dynamic Programming|
937,"=HYPERLINK(""https://leetcode.com/problems/reorder-data-in-log-files/"",""Reorder Data in Log Files"")",Easy,76.23099750058049,amzn,|Array|String|Sorting|
938,"=HYPERLINK(""https://leetcode.com/problems/range-sum-of-bst/"",""Range Sum of BST"")",Easy,64.93970968602983,fb,|Tree|Depth-First Search|Binary Search Tree|Binary Tree|
940,"=HYPERLINK(""https://leetcode.com/problems/distinct-subsequences-ii/"",""Distinct Subsequences II"")",Hard,31.642985382350208,goog,|String|Dynamic Programming|
953,"=HYPERLINK(""https://leetcode.com/problems/verifying-an-alien-dictionary/"",""Verifying an Alien Dictionary"")",Easy,56.499493889175746,fb,|Array|Hash Table|String|
954,"=HYPERLINK(""https://leetcode.com/problems/array-of-doubled-pairs/"",""Array of Doubled Pairs"")",Medium,25.42472703817367,goog,|Array|Hash Table|Greedy|Sorting|
973,"=HYPERLINK(""https://leetcode.com/problems/k-closest-points-to-origin/"",""K Closest Points to Origin"")",Medium,81.39727028996724,amzn|fb,|Array|Math|Divide and Conquer|Geometry|Sorting|Heap (Priority Queue)|Quickselect|
979,"=HYPERLINK(""https://leetcode.com/problems/distribute-coins-in-binary-tree/"",""Distribute Coins in Binary Tree"")",Medium,46.5697459742567,msft,|Tree|Depth-First Search|Binary Tree|
981,"=HYPERLINK(""https://leetcode.com/problems/time-based-key-value-store/"",""Time Based Key-Value Store"")",Medium,77.78206163603765,goog,|Hash Table|String|Binary Search|Design|
987,"=HYPERLINK(""https://leetcode.com/problems/vertical-order-traversal-of-a-binary-tree/"",""Vertical Order Traversal of a Binary Tree"")",Hard,63.70462278289772,fb,|Hash Table|Tree|Depth-First Search|Breadth-First Search|Binary Tree|
992,"=HYPERLINK(""https://leetcode.com/problems/subarrays-with-k-different-integers/"",""Subarrays with K Different Integers"")",Hard,47.45139129015977,amzn,|Array|Hash Table|Sliding Window|Counting|
1010,"=HYPERLINK(""https://leetcode.com/problems/pairs-of-songs-with-total-durations-divisible-by-60/"",""Pairs of Songs With Total Durations Divisible by 60"")",Medium,72.39592003577636,amzn,|Array|Hash Table|Counting|
1011,"=HYPERLINK(""https://leetcode.com/problems/capacity-to-ship-packages-within-d-days/"",""Capacity To Ship Packages Within D Days"")",Medium,60.55601688768244,fb,|Array|Binary Search|Greedy|
1041,"=HYPERLINK(""https://leetcode.com/problems/robot-bounded-in-circle/"",""Robot Bounded In Circle"")",Medium,89.91849086747916,amzn,|Math|String|Simulation|
1047,"=HYPERLINK(""https://leetcode.com/problems/remove-all-adjacent-duplicates-in-string/"",""Remove All Adjacent Duplicates In String"")",Easy,57.41498265592416,fb,|String|Stack|
1048,"=HYPERLINK(""https://leetcode.com/problems/longest-string-chain/"",""Longest String Chain"")",Medium,64.60147470661445,goog,|Array|Hash Table|Two Pointers|String|Dynamic Programming|
1110,"=HYPERLINK(""https://leetcode.com/problems/delete-nodes-and-return-forest/"",""Delete Nodes And Return Forest"")",Medium,47.31372898539983,goog,|Tree|Depth-First Search|Binary Tree|
1120,"=HYPERLINK(""https://leetcode.com/problems/maximum-average-subtree/"",""Maximum Average Subtree"")",Medium,24.586136836173722,amzn,|Tree|Depth-First Search|Binary Tree|
1135,"=HYPERLINK(""https://leetcode.com/problems/connecting-cities-with-minimum-cost/"",""Connecting Cities With Minimum Cost"")",Medium,29.071631489975648,amzn,|Union Find|Graph|Heap (Priority Queue)|Minimum Spanning Tree|
1146,"=HYPERLINK(""https://leetcode.com/problems/snapshot-array/"",""Snapshot Array"")",Medium,52.504612451495305,goog,|Array|Hash Table|Binary Search|Design|
1151,"=HYPERLINK(""https://leetcode.com/problems/minimum-swaps-to-group-all-1s-together/"",""Minimum Swaps to Group All 1's Together"")",Medium,28.131614210011275,amzn,|Array|Sliding Window|
1152,"=HYPERLINK(""https://leetcode.com/problems/analyze-user-website-visit-pattern/"",""Analyze User Website Visit Pattern"")",Medium,66.59904741106389,amzn,|Array|Hash Table|Sorting|
1167,"=HYPERLINK(""https://leetcode.com/problems/minimum-cost-to-connect-sticks/"",""Minimum Cost to Connect Sticks"")",Medium,55.459788120344186,amzn,|Array|Greedy|Heap (Priority Queue)|
1192,"=HYPERLINK(""https://leetcode.com/problems/critical-connections-in-a-network/"",""Critical Connections in a Network"")",Hard,57.05989353482248,amzn,|Depth-First Search|Graph|Biconnected Component|
1218,"=HYPERLINK(""https://leetcode.com/problems/longest-arithmetic-subsequence-of-given-difference/"",""Longest Arithmetic Subsequence of Given Difference"")",Medium,19.836092289156475,goog,|Array|Hash Table|Dynamic Programming|
1249,"=HYPERLINK(""https://leetcode.com/problems/minimum-remove-to-make-valid-parentheses/"",""Minimum Remove to Make Valid Parentheses"")",Medium,88.39306640739372,fb,|String|Stack|
1263,"=HYPERLINK(""https://leetcode.com/problems/minimum-moves-to-move-a-box-to-their-target-location/"",""Minimum Moves to Move a Box to Their Target Location"")",Hard,38.015514332821745,fb,|Array|Breadth-First Search|Heap (Priority Queue)|Matrix|
1268,"=HYPERLINK(""https://leetcode.com/problems/search-suggestions-system/"",""Search Suggestions System"")",Medium,70.59870397525255,amzn,|Array|String|Trie|
1275,"=HYPERLINK(""https://leetcode.com/problems/find-winner-on-a-tic-tac-toe-game/"",""Find Winner on a Tic Tac Toe Game"")",Easy,46.55072418448942,msft,|Array|Hash Table|Matrix|Simulation|
1277,"=HYPERLINK(""https://leetcode.com/problems/count-square-submatrices-with-all-ones/"",""Count Square Submatrices with All Ones"")",Medium,55.45209542542181,goog,|Array|Dynamic Programming|Matrix|
1293,"=HYPERLINK(""https://leetcode.com/problems/shortest-path-in-a-grid-with-obstacles-elimination/"",""Shortest Path in a Grid with Obstacles Elimination"")",Hard,55.50646866732857,goog,|Array|Breadth-First Search|Matrix|
1304,"=HYPERLINK(""https://leetcode.com/problems/find-n-unique-integers-sum-up-to-zero/"",""Find N Unique Integers Sum up to Zero"")",Easy,36.07955586508022,msft,|Array|Math|
1344,"=HYPERLINK(""https://leetcode.com/problems/angle-between-hands-of-a-clock/"",""Angle Between Hands of a Clock"")",Medium,54.2954169328935,msft,|Math|
1353,"=HYPERLINK(""https://leetcode.com/problems/maximum-number-of-events-that-can-be-attended/"",""Maximum Number of Events That Can Be Attended"")",Medium,56.91187688791276,amzn,|Array|Greedy|Heap (Priority Queue)|
1368,"=HYPERLINK(""https://leetcode.com/problems/minimum-cost-to-make-at-least-one-valid-path-in-a-grid/"",""Minimum Cost to Make at Least One Valid Path in a Grid"")",Hard,18.77080034415159,goog,|Array|Breadth-First Search|Graph|Heap (Priority Queue)|Matrix|Shortest Path|
1405,"=HYPERLINK(""https://leetcode.com/problems/longest-happy-string/"",""Longest Happy String"")",Medium,57.63855982958217,msft,|String|Greedy|Heap (Priority Queue)|
1406,"=HYPERLINK(""https://leetcode.com/problems/stone-game-iii/"",""Stone Game III"")",Hard,22.27850726903286,goog,|Array|Math|Dynamic Programming|Game Theory|
1423,"=HYPERLINK(""https://leetcode.com/problems/maximum-points-you-can-obtain-from-cards/"",""Maximum Points You Can Obtain from Cards"")",Medium,40.68148374844883,goog,|Array|Sliding Window|Prefix Sum|
